"StartDate","EndDate","Status","Progress","Duration (in seconds)","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","RelevantID_First Click","RelevantID_Last Click","RelevantID_Page Submit","RelevantID_Click Count","Q1_consent","MetaDataQ_Browser","MetaDataQ_Version","MetaDataQ_Operating System","MetaDataQ_Resolution","Q2_lang-DE","Q3_lang_EN","Q4_gender","Q5_age","Q6_residence","Q7_household-size","Q8_household-income","Q9_drivers-license","Q11_car-purch-intent","Q12_EV-experience","Q12_EV-experience_8_TEXT","Q13_car-ownership","Q14_EV-use","Q14_EV-use_8_TEXT","Q15_mobility-usage","Q15_mobility-usage_9_TEXT","Q16_PT-subscr","Q16_PT-subscr_7_TEXT","Q18_PT-spend","Q19_PT-spend-t","Q21_car-spend","Q22_car-spend-t","Q24_EV-range-commute","Q25_EV-range-all","Q27_mob-subscr-inter","Q28_mob-subscr-WTP","Q30_mob-subscr1-PI","Q32_mob-subscr2-PI","Q34_mob-subscr3-PI","Q36_mob-subscr4-PI","Q38_mob-subscr5-PI","Q39_mob-subscr-rank_1","Q39_mob-subscr-rank_2","Q39_mob-subscr-rank_3","Q39_mob-subscr-rank_4","Q39_mob-subscr-rank_5","Q39_mob-subscr-rank_0","Q40_EV-adv","Q40_EV-adv_8_TEXT","Q41_EV-disadv","Q41_EV-disadv_9_TEXT","Q42_end-of-survey","opp","rid","V","gid","sname","enc","isNew","Q_TotalDuration","test","version","test2","gc","term","Q42_end-of-survey - Topics","Q12_EV-experience_12_TEXT - Topics","Q14_EV-use_13_TEXT - Topics","Q41_EV-disadv_18_TEXT - Topics","Q40_EV-adv_12_TEXT - Topics","EV adv. others - Topics","Q16_PT-subscr_10_TEXT - Topics","Q13_12_TEXT - Topics"
"2019-05-31 12:49:40","2019-05-31 13:01:39","0","100","719","1","2019-05-31 13:01:40","R_2TzanYglgZcJzOt",NA,NA,NA,NA,"47.2471923828125","7.971405029296875","anonymous","DE","0","0","1.138","0","1","Chrome","67.0.3396.87","Android 9","360x740","0",NA,"0","38","12","3","3","1","1","0","-99","1","0","-99","2,4","-99","0","-99","1","2","2","2","3","10","5","2","2","1","1","2","3","3","6","5","4","2","1","2","-99","1,2,3","-99","-99","Qual2380-2904Switz","5cf106be-d6fd-30aa-828f-fa37d7333a7b","H",NA,NA,"0","True","719",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-31 12:57:12","2019-05-31 13:03:52","0","100","400","1","2019-05-31 13:03:52","R_1dgntARv6gmCR5T",NA,NA,NA,NA,"47.22979736328125","8.83880615234375","anonymous","DE","0","0","1.035","0","1","Edge","15.15063","Windows NT 10.0","1600x900","0",NA,"1","48","19","3","3","1","1","1,3,5,6","-99","2","3,6","-99","2,3,4,6,7,8","-99","1","-99","11","1","15","1","2","3","5","2","4","4","4","4","3","5","3","4","1","2","6","1,2,5","-99","1,2,6","-99","-99","Qual2380-2904Switz",NA,"H","200277","b-11Ydn_ORiBtH9fDtdtd4M8krM","25991","True","400",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-31 13:01:53","2019-05-31 13:10:57","0","100","543","1","2019-05-31 13:10:58","R_3RqG0SLC7gILHb2",NA,NA,NA,NA,"46.9452972412109375","9.57220458984375","anonymous","DE","0","0","1.233","0","1","Edge","18.17763","Windows NT 10.0","1920x1080","0",NA,"1","52","25","1","5","1","1","1","-99","1","0","-99","2,4,8","-99","1","-99","1","2","35","1","1","10","1","1","1","1","1","1","1","3","6","2","5","4","1","6,7","-99","1,2,6","-99","-99","Qual2380-2904Switz",NA,"H","200281","b-11Ydn_ORiBtH9fDtdtd4M8krM","26179","True","543",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-31 13:16:13","2019-05-31 13:19:58","0","100","224","1","2019-05-31 13:19:59","R_1mkj8FJzJHYsizR",NA,NA,NA,NA,"47.0727996826171875","8.28900146484375","anonymous","FR","0","0","1.011","0","1","Firefox","67.0","Windows NT 10.0","2560x1440","1","0","0","38","8","2","9","1","1","0","-99","1","0","-99","4","-99","6","-99","9","1","7","1","7","7","4","10","3","3","3","3","3","2","5","4","3","1","6","4","-99","4","-99","-99","Qual2380-2904Switz",NA,"H","200285","b-11Ydn_ORiBtH9fDtdtd4M8krM","26367","True","224",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-31 13:13:26","2019-05-31 13:28:21","0","100","894","1","2019-05-31 13:28:21","R_1DT3TLZdChHOrlV",NA,NA,NA,NA,"47.4239044189453125","9.3748016357421875","anonymous","DE","0","0","1.012","0","1","Chrome","74.0.3729.169","Windows NT 10.0","1920x1080","0",NA,"1","63","19","4","8","1","1","6","-99","2","0","-99","2,3,4","-99","1,2","-99","3","1","41","1","8","2","5","4","4","2","2","2","2","1","5","2","3","4","6","4,6,7","-99","1,2,6","-99","-99","Qual2380-2904Switz",NA,"H","200283","b-11Ydn_ORiBtH9fDtdtd4M8krM","26273","True","894",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-31 13:28:04","2019-05-31 13:36:14","0","100","489","1","2019-05-31 13:36:14","R_WeBMM8AjbDpq29b",NA,NA,NA,NA,"47.36639404296875","8.554595947265625","anonymous","DE","0","0","1.021","0","1","Chrome","67.0.3396.87","Android 9","360x740","0",NA,"1","28","25","2","6","1","1","0","-99","3","0","-99","4","-99","0","-99","1","1","46","1","4","11","4","6","3","1","1","2","1","1","6","3","4","5","2","6,7","-99","1,2,6","-99","-99","Qual2380-2904Switz","5cf10fbe-940c-8a00-93e4-3e8b84f035d2","H",NA,NA,"0","True","489",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-31 13:22:01","2019-05-31 13:39:13","0","100","1031","1","2019-05-31 13:39:14","R_8dHbrfommbsGOJz",NA,NA,NA,NA,"46.2021942138671875","6.1457061767578125","anonymous","FR","0","0","2.015","0","1","Firefox","64.0","Windows NT 6.1","1920x1200","1","0","0","29","8","2","4","1","1","2","-99","1","0","-99","4","-99","0","-99","10","1","8","2","1","1","4","1","3","1","1","1","1","2","1","4","3","5","6","1","-99","3,6","-99","Ich habe kein Kommentar zu machen danke","Qual2380-2904Switz",NA,"H","200287","b-11Ydn_ORiBtH9fDtdtd4M8krM","26461","True","1031",NA,"2",NA,"1",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"2019-05-31 13:28:48","2019-05-31 13:40:49","0","100","720","1","2019-05-31 13:40:49","R_1n2yvSPf4nq6PN9",NA,NA,NA,NA,"47.4705047607421875","8.31640625","anonymous","DE","0","0","1.008","0","1","Chrome","74.0.3729.169","Windows NT 10.0","1366x768","0",NA,"0","45","1","4","6","1","1","0","-99","1","0","-99","1","-99","1","-99","6","1","12","1","-1","-1","3","1","3","3","3","3","3","1","4","2","5","3","6","1,5,6","-99","1,4,6","-99","-99","Qual2380-2904Switz",NA,"H","200289","b-11Ydn_ORiBtH9fDtdtd4M8krM","26555","True","720",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-31 13:37:46","2019-05-31 13:47:57","0","100","610","1","2019-05-31 13:47:58","R_qW7G6tWxxhZ19fP",NA,NA,NA,NA,"46.9918060302734375","6.930999755859375","anonymous","DE","0","0","1.112","0","1","Chrome","49.0.2623.112","Macintosh","1680x1050","0",NA,"0","58","23","5","5","1","1","0","-99","3","0","-99","1,4","-99","0","-99","2","2","10","2","6","1","4","2","2","1","1","1","1","1","3","2","4","5","6","2,6,7","-99","1,2,6","-99","-99","Qual2380-2904Switz",NA,"H","200295","b-11Ydn_ORiBtH9fDtdtd4M8krM","26837","True","610",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-31 13:55:16","2019-05-31 14:00:52","0","100","336","1","2019-05-31 14:00:53","R_NXUNllMzhqRLKyl",NA,NA,NA,NA,"46.94580078125","7.4481048583984375","anonymous","FR","0","0","1.008","0","1","Safari","12.1","Macintosh","1280x800","1","0","1","54","18","2","3","1","1","0","-99","0","0","-99","3","-99","6","-99","4","2","3","1","-1","-1","3","2","-1","-1","-1","-1","-1","1","3","2","4","5","6","4,6,7","-99","2,6,7","-99","einbisschen zu spezifisch","Qual2380-2904Switz",NA,"H","200302","b-11Ydn_ORiBtH9fDtdtd4M8krM","27166","True","336",NA,"2",NA,"1",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"2019-05-31 13:56:11","2019-05-31 14:07:27","0","100","676","1","2019-05-31 14:07:29","R_1Ia9N2QgcfntPdx",NA,NA,NA,NA,"47.4340972900390625","8.4687042236328125","anonymous","DE","0","0","1.01","0","1","Firefox","57.0","Windows NT 6.2","1920x1200","0",NA,"1","55","25","2","7","1","1","1,2,6","-99","2","2","-99","2,4","-99","0","-99","1","1","81","1","5","11","1","2","1","1","1","1","1","2","5","3","4","6","1","6,7","-99","1,2,3","-99","-99","Qual2380-2904Switz",NA,"H","200303","b-11Ydn_ORiBtH9fDtdtd4M8krM","27213","True","676",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-31 14:13:34","2019-05-31 14:20:17","0","100","403","1","2019-05-31 14:20:18","R_1ewVPS7KYCsBUjm",NA,NA,NA,NA,"47.423492431640625","8.306396484375","anonymous","DE","0","0","1.119","0","1","Chrome iPhone","74.0.3729.155","iPhone","320x568","0",NA,"1","34","1","1","4","1","1","-1","-99","1","0","-99","1,4","-99","1,5","-99","28","1","23","1","2","-1","1","1","1","1","1","1","1","2","4","3","5","6","1","6","-99","1,2","-99","-99","Qual2380-2904Switz","5cf11a61-ee75-f4ab-49f8-d80b625726a6","H",NA,NA,"0","True","403",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-31 14:50:01","2019-05-31 14:53:57","0","100","235","1","2019-05-31 14:53:58","R_12SypNvf9ki5vWR",NA,NA,NA,NA,"47.172393798828125","8.51739501953125","anonymous","DE","0","0","1.121","0","1","-99","-99","-99","360x720","0",NA,"1","23","25","1","3","1","1","1,2","-99","1","1","-99","1","-99","0","-99","1","1","8","2","2","4","5","7","1","1","5","1","1","2","6","1","5","4","3","1,2,5","-99","1,2,3","-99","-99","Qual2380-2904Switz",NA,"H","200317","b-11Ydn_ORiBtH9fDtdtd4M8krM","27871","True","235",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-31 15:03:46","2019-05-31 15:17:50","0","100","843","1","2019-05-31 15:17:51","R_25vgiCjMMbgYZul",NA,NA,NA,NA,"47.36639404296875","8.554595947265625","anonymous","EN-GB","0","0","1.034","0","1","MSIE","11.0","Windows NT 10.0","1600x900","1","0","1","30","8","1","4","1","1","0","-99","0","0","-99","2,4,8","-99","0","-99","1","1","1","1","1","-1","2","2","2","2","3","2","2","6","5","2","4","3","1","2,5,7","-99","4,6,7","-99","I like the idea of an electric car but I think it is still too early for me to buy one. Companies must work faster on educating people about it so that is can interest more and more people, also the infrastructure needs to follow as fast.","Qual2380-2904Switz",NA,"H","200321","b-11Ydn_ORiBtH9fDtdtd4M8krM","28059",NA,"843",NA,"2",NA,"1",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"2019-05-31 15:22:57","2019-05-31 15:28:04","0","100","307","1","2019-05-31 15:28:05","R_3j6C8Q8laFVeAgy",NA,NA,NA,NA,"46.178802490234375","6.122894287109375","anonymous","FR","0.021","0.021","1.017","1","1","Firefox","60.0","Windows NT 6.3","1628x902","1","0","1","44","8","4","6","1","1","2","-99","2","3,6","-99","1,4","-99","1","-99","9","1","4","1","7","7","4","6","4","4","3","3","3","1","3","2","4","5","6","4","-99","3","-99","Keine Kommentare","Qual2380-2904Switz",NA,"H","200324","b-11Ydn_ORiBtH9fDtdtd4M8krM","28200","True","307",NA,"2",NA,"1",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"2019-05-31 15:22:52","2019-05-31 15:28:55","0","100","363","1","2019-05-31 15:28:56","R_3I4wmglhJfrvYbS",NA,NA,NA,NA,"47.36639404296875","8.554595947265625","anonymous","DE","0","0","1.113","0","1","Chrome","74.0.3729.169","Windows NT 10.0","1536x864","0",NA,"1","40","25","4","5","1","1","5,6","-99","2","0","-99","2,4,8","-99","1","-99","1","1","36","1","6","11","-1","5","2","1","1","1","1","2","6","3","4","5","1","6,7","-99","1,2,6","-99","-99","Qual2380-2904Switz","5cf12aa5-d68f-53bd-88d3-3ccb83f524b2","H",NA,NA,"0","True","363",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-31 15:41:29","2019-05-31 15:48:46","0","100","437","1","2019-05-31 15:48:47","R_1DA5DbMPLG4l7xh",NA,NA,NA,NA,"47.1963043212890625","8.5294952392578125","anonymous","DE","0","0","1.13","0","1","Safari iPhone","12.0","iPhone","320x568","0",NA,"1","37","26","1","5","1","1","1,2","-99","1","1,2","-99","2,4,8","-99","0","-99","1","1","15","1","2","11","4","1","1","1","1","1","1","6","3","5","4","2","1","2,4,5","-99","6,8","-99","800 pro Monat sind viel zu viel","Qual2380-2904Switz",NA,"H","200329","b-11Ydn_ORiBtH9fDtdtd4M8krM","28435","True","437",NA,"2",NA,"1",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"2019-05-31 15:53:41","2019-05-31 16:00:40","0","100","419","1","2019-05-31 16:00:41","R_2ZDgXSJbjk9Vkhn",NA,NA,NA,NA,"47.451507568359375","8.58489990234375","anonymous","DE","0","0","1.007","0","1","Chrome","74.0.3729.169","Windows NT 6.3","1920x1200","0",NA,"1","31","25","2","6","1","1","0","-99","2","8","-99","1,2,4","-99","0","-99","2","1","35","1","1","2","4","1","4","4","4","5","4","1","3","2","4","5","6","2,5,6","-99","2,4,5","-99","-99","Qual2380-2904Switz",NA,"H","200331","b-11Ydn_ORiBtH9fDtdtd4M8krM","28529","True","419",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-31 16:58:45","2019-05-31 17:02:51","0","100","245","1","2019-05-31 17:02:51","R_YSJHoY35USIbMuR",NA,NA,NA,NA,"47.4340972900390625","8.4687042236328125","anonymous","EN-GB","0","0","1.064","0","1","Safari iPhone","12.0","iPhone","375x667","0",NA,"1","25","25","3","3","1","1","6","-99","2","6","-99","8","-99","3","-99","4","1","5","2","3","4","5","4","5","5","5","5","5","5","4","1","3","2","6","1,2,3","-99","1,2","-99","Good","Qual2380-2904Switz","5cf1411e-96a0-1b69-1e44-e2667957195e","H",NA,NA,"0","True","245",NA,"2",NA,"1",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"2019-05-31 17:25:48","2019-05-31 17:29:33","0","100","225","1","2019-05-31 17:29:34","R_3lPSuAoxAFEeZBn",NA,NA,NA,NA,"47.0634002685546875","9.0572967529296875","anonymous","DE","0","0","1.114","0","1","Chrome","74.0.3729.169","Windows NT 6.3","1366x768","0",NA,"1","43","1","1","5","1","1","1","-99","2","1","-99","1","-99","1,4","-99","4","1","7","2","2","10","5","10","3","4","5","5","4","1","4","3","2","5","6","3","-99","1","-99","-99","Qual2380-2904Switz","5cf14776-9242-d962-8235-982b033f1e90","H",NA,NA,"0","True","225",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-31 17:50:37","2019-05-31 18:04:43","0","100","846","1","2019-05-31 18:04:44","R_TdXB44xvTxpZvO1",NA,NA,NA,NA,"47.0740966796875","7.3065948486328125","anonymous","FR","0","0","1.112","0","1","Chrome","74.0.3729.169","Windows NT 6.3","1280x720","0",NA,"0","71","6","2","4","1","1","0","-99","1","8","Benzin-auto","2","-99","0","-99","1","2","7","2","1","-1","4","5","3","2","3","3","2","4","2","3","5","6","1","1,3","-99","1,4,7","-99","-99","Qual2380-2904Switz",NA,"H","200352","b-11Ydn_ORiBtH9fDtdtd4M8krM","29516","True","846",NA,"2",NA,"1",NA,NA,NA,"Unknown",NA,NA,NA,NA,NA
"2019-05-31 17:58:25","2019-05-31 18:06:43","0","100","497","1","2019-05-31 18:06:44","R_9mGmCAkReJrNEOt",NA,NA,NA,NA,"46.5189056396484375","6.6360015869140625","anonymous","FR","0","0","1.018","0","1","Safari iPad","12.1","iPad","768x1024","0",NA,"1","61","23","2","3","1","1","0","-99","2","0","-99","1,2,8","-99","0","-99","2","1","10","2","2","7","2","1","-1","2","2","2","2","1","3","2","5","4","6","2,4,6","-99","3,4,8","-99","-99","Qual2380-2904Switz",NA,"H","200354","b-11Ydn_ORiBtH9fDtdtd4M8krM","29610","True","497",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-31 17:22:58","2019-05-31 18:09:27","0","100","2789","1","2019-05-31 18:09:28","R_Z7xygW00SdOG4eZ",NA,NA,NA,NA,"46.420806884765625","6.2700958251953125","anonymous","FR","0","0","1.017","0","1","Firefox","66.0","Windows NT 6.1","1920x1080","0",NA,"1","45","23","3","-2","1","1","3","-99","1","0","-99","1","-99","1","-99","22","2","5","2","2","6","3","7","3","3","3","-1","-1","1","3","4","5","2","6","3,4","-99","5,6","-99","removed: personal data","Qual2380-2904Switz",NA,"H","200346","b-11Ydn_ORiBtH9fDtdtd4M8krM","29234","True","2789",NA,"2",NA,"1",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"2019-05-31 18:15:25","2019-05-31 18:20:08","0","100","282","1","2019-05-31 18:20:08","R_2qsjPTF57QKJDuv",NA,NA,NA,NA,"47.36639404296875","8.554595947265625","anonymous","EN-GB","0","0","1.017","0","1","Chrome","74.0.3729.169","Windows NT 10.0","1280x720","0",NA,"0","34","25","2","2","1","1","1,5,7","-99","1","7","-99","1,4,6,7,8","-99","6","-99","2","2","3","2","4","5","4","3","3","4","4","5","5","2","1","3","4","5","6","1,2,6","-99","3","-99","super","Qual2380-2904Switz",NA,"H","200358","b-11Ydn_ORiBtH9fDtdtd4M8krM","29798","True","282",NA,"2",NA,"1",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"2019-05-31 18:32:38","2019-05-31 18:35:21","0","100","163","1","2019-05-31 18:35:22","R_aYrzv9gLvhqAaiZ",NA,NA,NA,NA,"46.94580078125","7.4481048583984375","anonymous","FR","0","0","1.129","0","1","Safari iPhone","Unknown","iPhone","414x736","1","0","0","35","6","3","5","1","1","0","-99","2","5","-99","5","-99","8,3","-99","3","1","4","2","3","5","3","3","2","3","4","5","1","3","5","6","2","1","4","4","-99","2","-99","-99","Qual2380-2904Switz",NA,"H","200362","b-11Ydn_ORiBtH9fDtdtd4M8krM","29986","True","163",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-31 18:38:46","2019-05-31 18:41:44","0","100","178","1","2019-05-31 18:41:45","R_31WQfrDEUva2T6T",NA,NA,NA,NA,"47.344696044921875","8.3582000732421875","anonymous","DE","0","0","1.027","0","1","Safari iPhone","Unknown","iPhone","375x667","0",NA,"0","28","1","2","9","1","1","1,3,5,7","-99","2","1,2","-99","2,3,4,8","-99","1,3,5","-99","1","2","2","2","1","1","3","2","4","4","3","4","4","1","3","2","4","5","6","1,3,5","-99","2,4,5","-99","-99","Qual2380-2904Switz",NA,"H","200364","b-11Ydn_ORiBtH9fDtdtd4M8krM","30080","True","178",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-31 19:04:34","2019-05-31 19:08:52","0","100","258","1","2019-05-31 19:08:54","R_2rYl0fduZSY66Bp",NA,NA,NA,NA,"47.1697998046875","9.45489501953125","anonymous","DE","0","0","1.038","0","1","Chrome","74.0.3729.157","Android 9","360x740","0",NA,"1","30","19","3","3","1","1","1,3","-99","3","3,8","-99","2,4,7","-99","1","-99","2","1","4","1","4","4","5","3","2","2","4","3","2","2","4","1","3","5","6","1,2","-99","1,2,3","-99","-99","Qual2380-2904Switz",NA,"H","200370","b-11Ydn_ORiBtH9fDtdtd4M8krM","30362","True","258",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-31 19:54:56","2019-05-31 19:59:02","0","100","245","1","2019-05-31 19:59:03","R_2S8nigZxqBGaMI6",NA,NA,NA,NA,"47.1363983154296875","8.585296630859375","anonymous","DE","0","0","1.027","0","1","Safari iPhone","Unknown","iPhone","375x667","0",NA,"0","19","26","3","3","1","1","0","-99","1","0","-99","1,4","-99","1","-99","5","1","3","2","1","6","4","7","3","3","3","4","3","1","3","2","4","5","6","1,5","-99","1,2,4","-99","-99","Qual2380-2904Switz",NA,"H","200381","b-11Ydn_ORiBtH9fDtdtd4M8krM","30879","True","245",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-31 19:56:45","2019-05-31 20:00:43","0","100","238","1","2019-05-31 20:00:44","R_yvU2IbMEOjjvBXH",NA,NA,NA,NA,"46.94580078125","7.4481048583984375","anonymous","DE","0","0","1.047","0","1","Chrome","74.0.3729.157","Android 5.0.2","360x640","0",NA,"0","26","6","2","4","1","1","6","-99","1","6","-99","2,4","-99","6","-99","34","1","3","2","3","4","4","3","3","3","4","4","4","4","5","3","2","1","6","1,4,7","-99","1,2,4","-99","-99","Qual2380-2904Switz",NA,"H","200382","b-11Ydn_ORiBtH9fDtdtd4M8krM","30926","True","238",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-31 20:04:32","2019-05-31 20:10:23","0","100","350","1","2019-05-31 20:10:24","R_TuTaH3XGYiaVuX7",NA,NA,NA,NA,"47.194793701171875","8.718994140625","anonymous","DE","0","0","1.013","0","1","Safari","12.1.1","Macintosh","1280x800","0",NA,"0","34","17","2","5","1","1","0","-99","1","0","-99","2","-99","0","-99","3","1","21","1","5","6","3","1","3","1","1","1","1","2","3","4","5","6","1","2,3,5","-99","1,2,4","-99","-99","Qual2380-2904Switz",NA,"H","200384","b-11Ydn_ORiBtH9fDtdtd4M8krM","31020","True","350",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-31 20:25:46","2019-05-31 20:29:27","0","100","220","1","2019-05-31 20:29:27","R_T1tZI5WvADiOUhP",NA,NA,NA,NA,"46.2021942138671875","6.1457061767578125","anonymous","FR","0","0","1.023","0","1","Safari iPhone","Unknown","iPhone","414x896","1","0","2","36","8","1","-2","1","1","1","-99","1","1","-99","1","-99","-1","-99","1","1","1","1","11","11","4","1","4","4","5","4","4","4","1","6","5","2","3","4","-99","6","-99","-99","Qual2380-2904Switz","5cf171a5-ca7c-eaf8-d750-999803b33978","H",NA,NA,"0","True","220",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-31 20:53:26","2019-05-31 21:00:46","0","100","439","1","2019-05-31 21:00:47","R_1DT1rUSG9Pe9Rw1",NA,NA,NA,NA,"46.2021942138671875","6.1457061767578125","anonymous","EN-GB","0","0","1.01","0","1","Chrome","74.0.3729.169","Windows NT 6.3","1366x768","1","0","0","26","8","1","1","1","1","0","-99","1","0","-99","2,3,4,8","-99","0","-99","1","2","11","1","2","4","5","5","4","4","5","3","2","1","3","2","4","5","6","1,2,3","-99","1,2,3","-99","-99","Qual2380-2904Switz",NA,"H","200391","b-11Ydn_ORiBtH9fDtdtd4M8krM","31349","True","439",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-31 21:00:48","2019-05-31 21:14:43","0","100","835","1","2019-05-31 21:14:45","R_1BPofFvI6IjYzhj",NA,NA,NA,NA,"46.5189056396484375","6.6360015869140625","anonymous","DE","0","0","1.031","0","1","Chrome","74.0.3729.169","Windows NT 10.0","1366x768","0",NA,"0","40","6","3","4","1","1","1,3,6","-99","3","0","-99","2,3,4","-99","6","-99","36","1","4","1","5","9","4","4","4","3","3","3","2","1","2","3","4","5","6","3,4,6","-99","1,3,5","-99","-99","Qual2380-2904Switz",NA,"H","200393","b-11Ydn_ORiBtH9fDtdtd4M8krM","31443","True","835",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-31 21:32:25","2019-05-31 21:37:20","0","100","294","1","2019-05-31 21:37:21","R_RgVDH69IY2A4cud",NA,NA,NA,NA,"46.5189056396484375","6.6360015869140625","anonymous","DE","0","0","1.074","0","1","Chrome","67.0.3396.87","Android 9","412x846","0",NA,"1","22","1","3","8","1","1","0","-99","2","0","-99","0","-99","6","-99","22","1","5","1","1","6","3","3","2","-1","-1","-1","-1","5","4","2","3","1","6","1,4,5","-99","1,2,3","-99","-99","Qual2380-2904Switz","5cf18143-ee86-c286-324a-24c0554ba02e","H",NA,NA,"0","True","294",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-31 21:33:56","2019-05-31 21:40:35","0","100","398","1","2019-05-31 21:40:36","R_1exfMOPGLnFl3Dq",NA,NA,NA,NA,"46.5189056396484375","6.6360015869140625","anonymous","FR","0","0","1.023","0","1","Safari","12.0","Macintosh","1440x900","1","0","1","19","23","2","5","1","1","7","-99","1","7","-99","0","-99","8","-99","6","1","4","2","3","3","3","5","3","3","3","3","2","4","2","3","5","6","1","2","-99","4","-99","nicht.","Qual2380-2904Switz","5cf1819f-0cd2-232a-0a6d-6b189ed174d3","H",NA,NA,"0","True","398",NA,"2",NA,"1",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"2019-05-31 21:40:14","2019-05-31 21:46:44","0","100","389","1","2019-05-31 21:46:45","R_XzcwQ3YpW71SsLf",NA,NA,NA,NA,"46.94580078125","7.4481048583984375","anonymous","DE","0","0","1.026","0","1","Firefox","67.0","Windows NT 10.0","1536x864","0",NA,"0","53","6","1","2","1","1","6","-99","1","6","-99","2,4,7","-99","0","-99","1","2","7","1","1","6","4","1","1","1","1","1","1","2","4","5","3","6","1","1,3,4","-99","1,3,6","-99","800 fr. pro monat für ein abo sind viel zu hoch","Qual2380-2904Switz",NA,"H","200397","b-11Ydn_ORiBtH9fDtdtd4M8krM","31631","True","389",NA,"2",NA,"1",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"2019-05-31 22:29:39","2019-05-31 22:34:08","0","100","268","1","2019-05-31 22:34:09","R_0i8MQcMHmDRbvZ7",NA,NA,NA,NA,"46.2021942138671875","6.1457061767578125","anonymous","FR","0","0","1.112","0","1","Edge","18.17763","Windows NT 10.0","1536x864","1","0","1","47","8","1","1","1","1","8","elektro trotinette","1","8","elektro trotînette","6","-99","6","-99","1","1","2","2","2","2","4","3","3","4","3","4","3","1","4","2","3","5","6","5","-99","4","-99","removed: personal data","Qual2380-2904Switz",NA,"H","200400","b-11Ydn_ORiBtH9fDtdtd4M8krM","31772","True","268",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-31 22:32:17","2019-05-31 22:38:10","0","100","352","1","2019-05-31 22:38:11","R_tS2FTj5LSdNkzND",NA,NA,NA,NA,"46.4629974365234375","6.843505859375","anonymous","FR","0","0","1.022","0","1","Safari iPhone","Unknown","iPhone","375x667","0",NA,"1","55","7","2","7","1","1","2","-99","1","2","-99","6","-99","6","-99","4","2","12","1","1","1","4","2","3","3","4","4","3","5","1","4","3","2","6","4","-99","1,5","-99","Nein","Qual2380-2904Switz",NA,"H","200401","b-11Ydn_ORiBtH9fDtdtd4M8krM","31819","True","352",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
